COD,Deptos,Municipio,Poblaciòn Menor de 1 año,POLIO,% VOP,DPT,% DPT,BCG,%BCG,HB,% HB,HiB,%Hib,Poblaciòn de 1 año,T.V.,%Triple Viral,F.A.,%F.A.,Rotavirus 2da Dosis,Neumococo 3ra Dosis   1er. Año,Neumococo 2da Dosis     (12-23 meses),Neumococo Dosis Unica (24-35 meses),TOTALES,,,
15835,BOYACÁ,Turmequé, 120   ,120,100.0,121,100.8,66,55.0,121,100.8,121,100.8, 123 ,123,100.0,123,100.0,86,6,2,1, 890 ,,,
15837,BOYACÁ,Tuta, 186   ,101,54.3,101,54.3,3,1.6,101,54.3,101,54.3, 184 ,91,49.5,90,48.9,71,2,6,0, 667 ,,,
15839,BOYACÁ,Tutazá, 31   ,38,122.6,38,122.6,2,6.5,38,122.6,38,122.6, 33 ,34,103.0,34,103.0,30,0,0,0, 252 ,,,
15842,BOYACÁ,Umbita, 231   ,149,64.5,150,64.9,14,6.1,150,64.9,150,64.9, 235 ,166,70.6,166,70.6,88,8,3,0," 1,044 ",,,
15861,BOYACÁ,Ventaquemada, 312   ,261,83.7,261,83.7,18,5.8,261,83.7,261,83.7, 316 ,276,87.3,276,87.3,217,0,4,3," 1,838 ",,,
15879,BOYACÁ,Viracachá, 65   ,53,81.5,53,81.5,0,0.0,53,81.5,53,81.5, 67 ,58,86.6,58,86.6,41,2,0,0, 371 ,,,
15897,BOYACÁ,Zetaquirá, 89   ,85,95.5,85,95.5,6,6.7,85,95.5,85,95.5, 92 ,93,101.1,93,101.1,60,2,0,0, 594 ,,,
17001,CALDAS,Manizales," 5,362   ",4636,86.5,4632,86.4,4137,77.2,4632,86.4,4629,86.3," 5,393 ",4544,84.3,4420,82.0,1991,22,4,11," 33,658 ",,,
17013,CALDAS,Aguadas, 428   ,338,79.0,338,79.0,208,48.6,338,79.0,338,79.0, 428 ,278,65.0,277,64.7,139,30,1,0," 2,285 ",,,
17042,CALDAS,Anserma, 614   ,492,80.1,491,80.0,298,48.5,491,80.0,491,80.0, 608 ,494,81.3,494,81.3,229,17,12,0," 3,509 ",,,
17050,CALDAS,Aranzazu, 238   ,172,72.3,172,72.3,89,37.4,172,72.3,172,72.3, 237 ,181,76.4,181,76.4,106,2,15,3," 1,265 ",,,
17088,CALDAS,Belalcázar, 222   ,178,80.2,177,79.7,106,47.7,177,79.7,177,79.7, 220 ,183,83.2,201,91.4,106,0,0,0," 1,305 ",,,
17174,CALDAS,Chinchiná, 954   ,684,71.7,684,71.7,759,79.6,684,71.7,684,71.7, 955 ,854,89.4,851,89.1,366,5,0,0," 5,571 ",,,
17272,CALDAS,Filadelfia, 232   ,119,51.3,119,51.3,80,34.5,107,46.1,107,46.1, 231 ,132,57.1,153,66.2,57,2,4,0, 880 ,,,
17380,CALDAS,La Dorada," 1,460   ",1443,98.8,1436,98.4,1673,114.6,1436,98.4,1436,98.4," 1,454 ",1432,98.5,1447,99.5,705,54,23,17," 11,102 ",,,
17388,CALDAS,La Merced, 120   ,67,55.8,67,55.8,30,25.0,67,55.8,67,55.8, 119 ,70,58.8,68,57.1,28,3,5,0, 472 ,,,
17433,CALDAS,Manzanares, 463   ,256,55.3,256,55.3,156,33.7,256,55.3,256,55.3, 462 ,272,58.9,435,94.2,151,4,1,0," 2,043 ",,,
17442,CALDAS,Marmato, 195   ,112,57.4,112,57.4,60,30.8,112,57.4,112,57.4, 194 ,108,55.7,114,58.8,38,0,1,0, 769 ,,,
17444,CALDAS,Marquetalia, 324   ,217,67.0,217,67.0,141,43.5,217,67.0,217,67.0, 322 ,222,68.9,222,68.9,112,12,0,0," 1,577 ",,,
17446,CALDAS,Marulanda, 79   ,35,44.3,33,41.8,24,30.4,30,38.0,30,38.0, 78 ,41,52.6,51,65.4,17,0,0,2, 263 ,,,
17486,CALDAS,Neira, 614   ,342,55.7,341,55.5,237,38.6,341,55.5,341,55.5, 610 ,325,53.3,321,52.6,175,0,4,4," 2,431 ",,,
17495,CALDAS,Norcasia, 163   ,126,77.3,125,76.7,82,50.3,126,77.3,125,76.7, 162 ,134,82.7,135,83.3,64,3,6,2, 928 ,,,
17513,CALDAS,Pácora, 345   ,160,46.4,160,46.4,100,29.0,160,46.4,160,46.4, 342 ,176,51.5,176,51.5,73,3,3,0," 1,171 ",,,
17524,CALDAS,Palestina, 363   ,227,62.5,227,62.5,153,42.1,177,48.8,177,48.8, 362 ,280,77.3,278,76.8,134,7,2,0," 1,662 ",,,
17541,CALDAS,Pensilvania, 520   ,428,82.3,428,82.3,204,39.2,428,82.3,428,82.3, 519 ,425,81.9,428,82.5,188,3,1,0," 2,961 ",,,
17614,CALDAS,Riosucio," 1,011   ",736,72.8,736,72.8,769,76.1,736,72.8,736,72.8," 1,011 ",824,81.5,836,82.7,393,12,4,5," 5,787 ",,,
17616,CALDAS,Risaralda, 209   ,172,82.3,172,82.3,94,45.0,172,82.3,172,82.3, 209 ,143,68.4,144,68.9,97,9,3,0," 1,178 ",,,
17653,CALDAS,Salamina, 376   ,236,62.8,235,62.5,304,80.9,187,49.7,187,49.7, 374 ,250,66.8,251,67.1,114,8,0,0," 1,772 ",,,
17662,CALDAS,Samaná, 534   ,311,58.2,311,58.2,185,34.6,337,63.1,311,58.2, 525 ,331,63.0,315,60.0,143,23,60,0," 2,327 ",,,
17665,CALDAS,San José de Fragua, 148   ,75,50.7,75,50.7,50,33.8,75,50.7,75,50.7, 147 ,77,52.4,80,54.4,41,0,2,0, 550 ,,,
17777,CALDAS,Supía, 479   ,390,81.4,390,81.4,256,53.4,390,81.4,390,81.4, 479 ,380,79.3,382,79.7,196,11,1,0," 2,786 ",,,
17867,CALDAS,Victoria, 167   ,132,79.0,132,79.0,70,41.9,132,79.0,132,79.0, 164 ,120,73.2,134,81.7,91,16,1,0, 960 ,,,
17873,CALDAS,Villamaría, 834   ,625,74.9,625,74.9,154,18.5,493,59.1,493,59.1, 837 ,719,85.9,711,84.9,208,2,1,0," 4,031 ",,,
17877,CALDAS,Viterbo, 255   ,180,70.6,180,70.6,74,29.0,180,70.6,180,70.6, 255 ,174,68.2,173,67.8,93,4,0,0," 1,238 ",,,
18001,CAQUETÁ,Florencia," 3,243   ",3002,92.6,3000,92.5,5056,155.9,3000,92.5,3000,92.5," 3,263 ",3086,94.6,3165,97.0,1358,41,27,0," 24,735 ",,,
18029,CAQUETÁ,Albania, 166   ,120,72.3,120,72.3,102,61.4,120,72.3,120,72.3, 167 ,103,61.7,121,72.5,68,0,6,0, 880 ,,,
18094,CAQUETÁ,Belén de los Andaquíes, 313   ,252,80.5,252,80.5,157,50.2,252,80.5,252,80.5, 314 ,264,84.1,288,91.7,78,0,0,0," 1,795 ",,,
18150,CAQUETÁ,Cartagena del Chairá, 880   ,868,98.6,868,98.6,715,81.3,868,98.6,868,98.6, 878 ,748,85.2,832,94.8,188,0,7,0," 5,962 ",,,
18205,CAQUETÁ,Curillo, 295   ,317,107.5,317,107.5,235,79.7,317,107.5,317,107.5, 294 ,309,105.1,322,109.5,83,4,0,6," 2,227 ",,,
18247,CAQUETÁ,El Doncello, 481   ,454,94.4,451,93.8,272,56.5,451,93.8,451,93.8, 484 ,496,102.5,523,108.1,222,3,53,10," 3,386 ",,,
18256,CAQUETÁ,El Paujil, 488   ,277,56.8,277,56.8,175,35.9,277,56.8,277,56.8, 487 ,362,74.3,371,76.2,218,0,4,2," 2,240 ",,,
18410,CAQUETÁ,La Montañita, 592   ,377,63.7,377,63.7,455,76.9,377,63.7,377,63.7, 594 ,466,78.5,508,85.5,66,1,0,0," 3,004 ",,,
18460,CAQUETÁ,Milán, 321   ,339,105.6,339,105.6,233,72.6,339,105.6,339,105.6, 319 ,256,80.3,265,83.1,67,2,8,0," 2,187 ",,,
18479,CAQUETÁ,Morelia, 98   ,74,75.5,74,75.5,29,29.6,74,75.5,71,72.4, 98 ,91,92.9,126,128.6,29,3,0,0, 571 ,,,
18592,CAQUETÁ,Puerto Rico, 857   ,783,91.4,783,91.4,423,49.4,783,91.4,783,91.4, 855 ,663,77.5,636,74.4,176,0,0,0," 5,030 ",,,
18610,CAQUETÁ,San José del Fragua, 373   ,288,77.2,288,77.2,150,40.2,288,77.2,288,77.2, 372 ,310,83.3,326,87.6,139,1,0,0," 2,078 ",,,
18753,CAQUETÁ,San Vicente del Caguán," 1,587   ",1533,96.6,1529,96.3,1300,81.9,1533,96.6,1533,96.6," 1,582 ",1604,101.4,1544,97.6,513,0,2,0," 11,091 ",,,
18756,CAQUETÁ,Solano, 548   ,237,43.2,237,43.2,249,45.4,237,43.2,237,43.2, 546 ,265,48.5,285,52.2,50,7,6,6," 1,816 ",,,
18785,CAQUETÁ,Solita, 238   ,211,88.7,211,88.7,109,45.8,211,88.7,211,88.7, 237 ,220,92.8,215,90.7,82,2,11,7," 1,490 ",,,
18860,CAQUETÁ,Valparaíso, 295   ,213,72.2,213,72.2,105,35.6,213,72.2,213,72.2, 293 ,205,70.0,259,88.4,45,0,0,0," 1,466 ",,,
19001,CAUCA,Popayán," 3,805   ",4110,108.0,4110,108.0,5283,138.8,4110,108.0,4110,108.0," 3,864 ",4341,112.3,4277,110.7,2578,3490,0,0," 36,409 ",,,
19022,CAUCA,Almaguer, 411   ,390,94.9,390,94.9,339,82.5,390,94.9,390,94.9, 413 ,340,82.3,365,88.4,105,103,0,0," 2,812 ",,,
19050,CAUCA,Argelia, 563   ,427,75.8,427,75.8,263,46.7,427,75.8,427,75.8, 557 ,432,77.6,437,78.5,126,288,0,0," 3,254 ",,,
19075,CAUCA,Balboa, 527   ,359,68.1,359,68.1,214,40.6,359,68.1,359,68.1, 528 ,260,49.2,304,57.6,167,231,0,0," 2,612 ",,,
19100,CAUCA,Bolívar, 789   ,745,94.4,745,94.4,335,42.5,745,94.4,745,94.4, 797 ,678,85.1,631,79.2,309,352,0,0," 5,285 ",,,
19110,CAUCA,Buenos Aires, 603   ,635,105.3,635,105.3,349,57.9,635,105.3,635,105.3, 604 ,673,111.4,636,105.3,226,274,0,0," 4,698 ",,,
19130,CAUCA,Cajibío, 797   ,621,77.9,621,77.9,430,54.0,621,77.9,621,77.9, 797 ,645,80.9,629,78.9,306,334,0,0," 4,828 ",,,
19137,CAUCA,Caldono, 787   ,805,102.3,805,102.3,516,65.6,805,102.3,805,102.3, 778 ,744,95.6,726,93.3,196,228,0,0," 5,630 ",,,
19142,CAUCA,Caloto, 311   ,355,114.1,355,114.1,279,89.7,355,114.1,355,114.1, 308 ,369,119.8,388,126.0,104,182,0,0," 2,742 ",,,
19212,CAUCA,Corinto, 606   ,590,97.4,590,97.4,342,56.4,590,97.4,590,97.4, 603 ,601,99.7,600,99.5,245,238,0,0," 4,386 ",,,
19256,CAUCA,El Tambo, 945   ,656,69.4,656,69.4,400,42.3,656,69.4,656,69.4, 945 ,747,79.0,755,79.9,368,377,0,0," 5,271 ",,,
19290,CAUCA,Florencia, 112   ,104,92.9,104,92.9,63,56.3,104,92.9,104,92.9, 112 ,119,106.3,127,113.4,51,66,0,0, 842 ,,,
19300,CAUCA,Guachene, 464   ,369,79.5,369,79.5,79,17.0,369,79.5,369,79.5, 466 ,304,65.2,348,74.7,175,179,0,0," 2,561 ",,,
19318,CAUCA,Guapi, 762   ,809,106.2,809,106.2,502,65.9,809,106.2,809,106.2, 761 ,733,96.3,702,92.2,211,268,0,0," 5,652 ",,,
19355,CAUCA,Inza, 739   ,676,91.5,676,91.5,431,58.3,676,91.5,676,91.5, 730 ,598,81.9,585,80.1,302,314,0,0," 4,934 ",,,
19364,CAUCA,Jambaló, 422   ,401,95.0,401,95.0,389,92.2,401,95.0,401,95.0, 415 ,376,90.6,409,98.6,157,203,0,0," 3,138 ",,,
19392,CAUCA,La Sierra, 174   ,166,95.4,166,95.4,91,52.3,166,95.4,166,95.4, 174 ,178,102.3,178,102.3,77,99,0,0," 1,287 ",,,
19397,CAUCA,La Vega, 845   ,661,78.2,661,78.2,442,52.3,661,78.2,661,78.2, 846 ,558,66.0,566,66.9,210,171,0,0," 4,591 ",,,
19418,CAUCA,López, 535   ,391,73.1,391,73.1,432,80.7,391,73.1,391,73.1, 525 ,422,80.4,436,83.0,42,32,0,0," 2,928 ",,,
19450,CAUCA,Mercaderes, 355   ,284,80.0,284,80.0,117,33.0,284,80.0,284,80.0, 354 ,297,83.9,298,84.2,160,188,0,0," 2,196 ",,,
19455,CAUCA,Miranda, 786   ,970,123.4,970,123.4,519,66.0,970,123.4,970,123.4, 787 ,976,124.0,976,124.0,162,339,0,0," 6,852 ",,,
19473,CAUCA,Morales, 553   ,569,102.9,569,102.9,546,98.7,569,102.9,569,102.9, 549 ,612,111.5,602,109.7,323,418,0,0," 4,777 ",,,
19513,CAUCA,Padilla, 159   ,145,91.2,145,91.2,62,39.0,145,91.2,145,91.2, 159 ,139,87.4,140,88.1,84,91,0,0," 1,096 ",,,
19517,CAUCA,Páez, 886   ,828,93.5,828,93.5,792,89.4,828,93.5,828,93.5, 873 ,877,100.5,837,95.9,365,456,0,0," 6,639 ",,,
19532,CAUCA,Patía (El Bordo), 700   ,667,95.3,667,95.3,350,50.0,667,95.3,667,95.3, 703 ,668,95.0,662,94.2,294,249,0,0," 4,891 ",,,
19533,CAUCA,Piamonte, 180   ,147,81.7,147,81.7,81,45.0,147,81.7,147,81.7, 177 ,158,89.3,155,87.6,28,29,0,0," 1,039 ",,,
19548,CAUCA,Piendamó, 743   ,546,73.5,546,73.5,332,44.7,546,73.5,546,73.5, 745 ,600,80.5,600,80.5,311,311,0,0," 4,338 ",,,
19573,CAUCA,Puerto Tejada, 821   ,855,104.1,855,104.1,341,41.5,855,104.1,855,104.1, 822 ,898,109.2,907,110.3,397,429,0,0," 6,392 ",,,
19585,CAUCA,Puracé, 316   ,298,94.3,298,94.3,250,79.1,298,94.3,298,94.3, 313 ,290,92.7,290,92.7,0,141,0,0," 2,163 ",,,
19622,CAUCA,Rosas, 218   ,182,83.5,182,83.5,76,34.9,182,83.5,182,83.5, 219 ,164,74.9,169,77.2,97,111,0,0," 1,345 ",,,
19693,CAUCA,San Sebastián, 222   ,217,97.7,217,97.7,158,71.2,217,97.7,217,97.7, 226 ,189,83.6,168,74.3,69,102,0,0," 1,554 ",,,
19698,CAUCA,Santander de Quilichao," 1,497   ",1424,95.1,1424,95.1,2366,158.0,1424,95.1,1424,95.1," 1,511 ",1483,98.1,1561,103.3,547,679,0,0," 12,332 ",,,
19701,CAUCA,Santa Rosa, 245   ,233,95.1,233,95.1,54,22.0,233,95.1,233,95.1, 243 ,224,92.2,230,94.7,17,17,0,0," 1,474 ",,,
19743,CAUCA,Silvia, 676   ,458,67.8,458,67.8,402,59.5,458,67.8,458,67.8, 672 ,551,82.0,506,75.3,172,238,0,0," 3,701 ",,,
19760,CAUCA,Sotará, 284   ,213,75.0,213,75.0,65,22.9,213,75.0,213,75.0, 286 ,136,47.6,145,50.7,91,93,0,0," 1,382 ",,,
19780,CAUCA,Suárez, 421   ,415,98.6,415,98.6,238,56.5,415,98.6,415,98.6, 423 ,397,93.9,419,99.1,164,172,0,0," 3,050 ",,,
19785,CAUCA,Sucre, 159   ,147,92.5,147,92.5,69,43.4,147,92.5,147,92.5, 160 ,133,83.1,138,86.3,73,76,0,0," 1,077 ",,,
19807,CAUCA,Timbío, 512   ,427,83.4,427,83.4,220,43.0,427,83.4,427,83.4, 517 ,492,95.2,509,98.5,312,321,0,0," 3,562 ",,,
19809,CAUCA,Timbiquí, 596   ,580,97.3,580,97.3,516,86.6,580,97.3,580,97.3, 587 ,703,119.8,702,119.6,12,102,0,0," 4,355 ",,,
19821,CAUCA,Toribio, 701   ,684,97.6,684,97.6,582,83.0,684,97.6,684,97.6, 690 ,672,97.4,621,90.0,315,307,0,0," 5,233 ",,,
19824,CAUCA,Totoró, 455   ,415,91.2,415,91.2,348,76.5,415,91.2,415,91.2, 454 ,486,107.0,434,95.6,103,108,0,0," 3,139 ",,,
19845,CAUCA,Villa Rica, 310   ,273,88.1,273,88.1,111,35.8,273,88.1,273,88.1, 313 ,250,79.9,241,77.0,78,116,0,0," 1,888 ",,,
20001,CESAR,Valledupar," 8,511   ",9293,109.2,9292,109.2,10881,127.8,9292,109.2,9289,109.1," 8,544 ",9518,111.4,9486,111.0,4858,501,839,667," 73,916 ",,,
20011,CESAR,Aguachica," 1,916   ",1839,96.0,1839,96.0,1837,95.9,1839,96.0,1839,96.0," 1,921 ",1898,98.8,2043,106.4,1335,80,110,26," 14,685 ",,,
20013,CESAR,Agustín Codazzi," 1,272   ",1510,118.7,1510,118.7,1613,126.8,1510,118.7,1510,118.7," 1,277 ",1547,121.1,1585,124.1,851,91,183,105," 12,015 ",,,
20032,CESAR,Astrea, 542   ,549,101.3,549,101.3,526,97.0,549,101.3,549,101.3, 534 ,571,106.9,570,106.7,252,19,16,0," 4,150 ",,,
20045,CESAR,Becerril, 365   ,441,120.8,441,120.8,418,114.5,441,120.8,441,120.8, 363 ,470,129.5,478,131.7,300,41,22,97," 3,590 ",,,
20060,CESAR,Bosconia, 906   ,910,100.4,910,100.4,905,99.9,910,100.4,910,100.4, 906 ,950,104.9,953,105.2,513,39,22,0," 7,022 ",,,
20175,CESAR,Chimichagua, 856   ,858,100.2,858,100.2,666,77.8,858,100.2,858,100.2, 850 ,856,100.7,852,100.2,905,232,77,69," 7,089 ",,,
20178,CESAR,Chiriguaná, 527   ,612,116.1,612,116.1,641,121.6,612,116.1,612,116.1, 528 ,600,113.6,597,113.1,526,39,40,4," 4,895 ",,,
20228,CESAR,Curumaní, 650   ,735,113.1,735,113.1,754,116.0,735,113.1,735,113.1, 646 ,794,122.9,798,123.5,498,23,31,0," 5,838 ",,,
20238,CESAR,El Copey, 661   ,718,108.6,718,108.6,611,92.4,718,108.6,718,108.6, 657 ,719,109.4,716,109.0,390,34,77,50," 5,469 ",,,
20250,CESAR,El Paso, 589   ,746,126.7,746,126.7,636,108.0,746,126.7,746,126.7, 586 ,840,143.3,837,142.8,376,16,4,3," 5,696 ",,,
20295,CESAR,Gamarra, 304   ,247,81.3,247,81.3,305,100.3,247,81.3,247,81.3, 303 ,248,81.8,258,85.1,173,14,9,4," 1,999 ",,,
20310,CESAR,González, 166   ,94,56.6,94,56.6,31,18.7,94,56.6,94,56.6, 166 ,68,41.0,59,35.5,111,5,1,0, 651 ,,,
20383,CESAR,La Gloria, 323   ,384,118.9,384,118.9,302,93.5,384,118.9,384,118.9, 325 ,352,108.3,354,108.9,269,26,0,0," 2,839 ",,,
20400,CESAR,La Jagua de Ibirico, 566   ,765,135.2,765,135.2,713,126.0,765,135.2,765,135.2, 563 ,782,138.9,772,137.1,420,30,1,0," 5,778 ",,,
20443,CESAR,Manaure Balcón del Cesar, 311   ,315,101.3,315,101.3,313,100.6,315,101.3,315,101.3, 312 ,309,99.0,306,98.1,207,8,0,0," 2,403 ",,,
20517,CESAR,Pailitas, 375   ,443,118.1,443,118.1,426,113.6,443,118.1,443,118.1, 375 ,449,119.7,468,124.8,324,22,9,0," 3,470 ",,,
20550,CESAR,Pelaya, 417   ,424,101.7,424,101.7,419,100.5,424,101.7,424,101.7, 415 ,438,105.5,441,106.3,258,39,39,3," 3,333 ",,,
20570,CESAR,Pueblo Bello, 565   ,603,106.7,603,106.7,613,108.5,603,106.7,603,106.7, 559 ,604,108.1,607,108.6,259,106,304,248," 5,153 ",,,
20614,CESAR,Río de Oro, 284   ,264,93.0,264,93.0,154,54.2,264,93.0,264,93.0, 284 ,244,85.9,272,95.8,214,7,0,0," 1,947 ",,,
20621,CESAR,Robles (La Paz), 553   ,588,106.3,588,106.3,568,102.7,588,106.3,588,106.3, 555 ,607,109.4,612,110.3,474,47,64,83," 4,807 ",,,
20710,CESAR,San Alberto, 474   ,562,118.6,562,118.6,466,98.3,562,118.6,562,118.6, 474 ,513,108.2,513,108.2,362,15,6,2," 4,125 ",,,
20750,CESAR,San Diego, 332   ,372,112.0,372,112.0,405,122.0,372,112.0,372,112.0, 329 ,382,116.1,398,121.0,220,9,2,2," 2,906 ",,,
20770,CESAR,San Martín, 424   ,407,96.0,407,96.0,381,89.9,407,96.0,407,96.0, 420 ,400,95.2,407,96.9,295,13,6,1," 3,131 ",,,
20787,CESAR,Tamalameque, 340   ,349,102.6,349,102.6,307,90.3,349,102.6,349,102.6, 338 ,350,103.6,358,105.9,206,34,25,6," 2,682 ",,,
23001,CÓRDOBA,Montería," 8,198   ",8097,98.8,7930,96.7,12053,147.0,7936,96.8,7930,96.7," 8,218 ",8256,100.5,7721,94.0,2032,0,0,57," 62,012 ",,,
23068,CÓRDOBA,Ayapel," 1,181   ",1178,99.7,1182,100.1,727,61.6,1193,101.0,1181,100.0," 1,169 ",1159,99.1,1219,104.3,499,2,0,0," 8,340 ",,,
23079,CÓRDOBA,Buenavista, 523   ,546,104.4,551,105.4,346,66.2,551,105.4,551,105.4, 514 ,556,108.2,680,132.3,196,5,5,0," 3,987 ",,,
23090,CÓRDOBA,Canalete, 495   ,453,91.5,413,83.4,210,42.4,413,83.4,413,83.4, 480 ,500,104.2,526,109.6,78,2,0,0," 3,008 ",,,
23162,CÓRDOBA,Cereté," 1,685   ",1783,105.8,1783,105.8,1717,101.9,1783,105.8,1783,105.8," 1,688 ",1688,100.0,1689,100.1,503,0,3,1," 12,733 ",,,
23168,CÓRDOBA,Chimá, 292   ,213,72.9,213,72.9,137,46.9,213,72.9,213,72.9, 291 ,258,88.7,271,93.1,104,0,0,0," 1,622 ",,,
23182,CÓRDOBA,Chinú, 892   ,872,97.8,872,97.8,475,53.3,872,97.8,872,97.8, 882 ,806,91.4,771,87.4,297,5,5,10," 5,857 ",,,
23189,CÓRDOBA,Ciénaga de Oro," 1,229   ",1218,99.1,1218,99.1,935,76.1,1218,99.1,1218,99.1," 1,229 ",1331,108.3,1245,101.3,292,0,0,0," 8,675 ",,,
23300,CÓRDOBA,Cotorra, 291   ,301,103.4,301,103.4,188,64.6,301,103.4,301,103.4, 290 ,312,107.6,309,106.6,162,0,0,0," 2,175 ",,,
23350,CÓRDOBA,La Apartada, 357   ,358,100.3,358,100.3,335,93.8,358,100.3,358,100.3, 354 ,321,90.7,370,104.5,108,0,5,0," 2,571 ",,,
23417,CÓRDOBA,Lorica," 2,503   ",2379,95.0,2379,95.0,2666,106.5,2379,95.0,2379,95.0," 2,493 ",2470,99.1,2515,100.9,897,0,5,0," 18,069 ",,,
23419,CÓRDOBA,Los Córdobas, 587   ,643,109.5,642,109.4,172,29.3,642,109.4,642,109.4, 576 ,502,87.2,556,96.5,215,0,0,0," 4,014 ",,,
23464,CÓRDOBA,Momil, 296   ,207,69.9,207,69.9,129,43.6,207,69.9,207,69.9, 295 ,525,178.0,511,173.2,57,0,0,0," 2,050 ",,,
23466,CÓRDOBA,Montelíbano," 1,758   ",2078,118.2,2257,128.4,2377,135.2,2257,128.4,2257,128.4," 1,738 ",2354,135.4,2248,129.3,302,0,0,0," 16,130 ",,,
23500,CÓRDOBA,Moñitos, 692   ,657,94.9,655,94.7,381,55.1,655,94.7,655,94.7, 678 ,569,83.9,602,88.8,116,0,0,0," 4,290 ",,,
23555,CÓRDOBA,Planeta Rica," 1,413   ",1470,104.0,1515,107.2,1200,84.9,1515,107.2,1515,107.2," 1,408 ",1637,116.3,1403,99.6,511,0,0,0," 10,766 ",,,
23570,CÓRDOBA,Pueblo Nuevo, 873   ,884,101.3,885,101.4,893,102.3,885,101.4,885,101.4, 859 ,920,107.1,910,105.9,300,0,0,0," 6,562 ",,,
23574,CÓRDOBA,Puerto Escondido, 669   ,684,102.2,684,102.2,221,33.0,684,102.2,684,102.2, 655 ,673,102.7,498,76.0,96,0,0,0," 4,224 ",,,
23580,CÓRDOBA,Puerto Libertador," 1,094   ",1061,97.0,1010,92.3,836,76.4,1010,92.3,1010,92.3," 1,080 ",1349,124.9,1335,123.6,221,0,0,0," 7,832 ",,,
23586,CÓRDOBA,Purísima, 340   ,333,97.9,345,101.5,198,58.2,345,101.5,345,101.5, 338 ,325,96.2,316,93.5,116,0,0,0," 2,323 ",,,
23660,CÓRDOBA,Sahagún," 1,798   ",1913,106.4,1913,106.4,2491,138.5,1913,106.4,1913,106.4," 1,795 ",1938,108.0,1944,108.3,635,0,0,0," 14,660 ",,,
23670,CÓRDOBA,San Andrés de Sotavento," 1,049   ",1112,106.0,1112,106.0,930,88.7,1112,106.0,1112,106.0," 1,024 ",1042,101.8,1037,101.3,210,0,7,0," 7,674 ",,,
23672,CÓRDOBA,San Antero, 640   ,628,98.1,628,98.1,358,55.9,628,98.1,628,98.1, 632 ,609,96.4,591,93.5,267,0,0,0," 4,337 ",,,
23675,CÓRDOBA,San Bernardo del Viento, 791   ,754,95.3,744,94.1,502,63.5,744,94.1,744,94.1, 775 ,734,94.7,730,94.2,205,0,0,0," 5,157 ",,,
23678,CÓRDOBA,San Carlos, 591   ,595,100.7,599,101.4,219,37.1,599,101.4,599,101.4, 586 ,529,90.3,554,94.5,110,0,0,0," 3,804 ",,,
23682,CÓRDOBA,San José de Ure, 300   ,102,34.0,99,33.0,120,40.0,99,33.0,99,33.0, 296 ,239,80.7,211,71.3,0,0,0,0, 969 ,,,
23686,CÓRDOBA,San Pelayo, 804   ,722,89.8,837,104.1,437,54.4,837,104.1,837,104.1, 802 ,735,91.6,775,96.6,213,0,0,0," 5,393 ",,,
23807,CÓRDOBA,Tierralta," 2,400   ",2125,88.5,2042,85.1,1265,52.7,2042,85.1,2042,85.1," 2,362 ",2205,93.4,2275,96.3,279,0,0,0," 14,275 ",,,
23815,CÓRDOBA,Tuchín," 1,081   ",1332,123.2,1326,122.7,1077,99.6,1326,122.7,1326,122.7," 1,054 ",1143,108.4,887,84.2,196,0,0,0," 8,613 ",,,
23855,CÓRDOBA,Valencia, 992   ,1007,101.5,1007,101.5,561,56.6,1007,101.5,1007,101.5, 979 ,951,97.1,966,98.7,144,0,0,0," 6,650 ",,,
25001,CUNDINAMARCA,Agua de Dios, 191   ,134,70.2,134,70.2,80,41.9,134,70.2,134,70.2, 192 ,117,60.9,117,60.9,68,0,0,0, 918 ,,,
25019,CUNDINAMARCA,Albán, 112   ,92,82.1,92,82.1,55,49.1,92,82.1,92,82.1, 112 ,80,71.4,70,62.5,27,0,0,0, 600 ,,,
25035,CUNDINAMARCA,Anapoima, 188   ,195,103.7,195,103.7,117,62.2,195,103.7,195,103.7, 186 ,163,87.6,123,66.1,62,0,3,0," 1,248 ",,,
25040,CUNDINAMARCA,Anolaima, 218   ,258,118.3,258,118.3,151,69.3,258,118.3,258,118.3, 215 ,265,123.3,248,115.3,73,0,4,1," 1,774 ",,,
25053,CUNDINAMARCA,Arbeláez, 260   ,126,48.5,126,48.5,109,41.9,126,48.5,126,48.5, 258 ,109,42.2,103,39.9,78,1,5,1, 910 ,,,
25086,CUNDINAMARCA,Beltrán, 41   ,35,85.4,35,85.4,42,102.4,35,85.4,35,85.4, 39 ,38,97.4,33,84.6,18,4,0,1, 276 ,,,
25095,CUNDINAMARCA,Bituima, 48   ,19,39.6,19,39.6,7,14.6,19,39.6,19,39.6, 46 ,22,47.8,36,78.3,15,0,0,0, 156 ,,,
25099,CUNDINAMARCA,Bojacá, 234   ,110,47.0,110,47.0,90,38.5,110,47.0,110,47.0, 235 ,131,55.7,131,55.7,40,4,10,0, 846 ,,,
25120,CUNDINAMARCA,Cabrera, 113   ,94,83.2,94,83.2,89,78.8,94,83.2,94,83.2, 113 ,85,75.2,85,75.2,25,1,0,0, 661 ,,,
25123,CUNDINAMARCA,Cachipay, 204   ,104,51.0,104,51.0,110,53.9,104,51.0,104,51.0, 200 ,94,47.0,90,45.0,64,0,0,0, 774 ,,,
